zip,city,district
4813,Gyüre ,
4821,Ópályi,
4822,Nyírparasznya,
4823,Nagydobos,
4824,Szamosszeg,
4826,Olcsva,
4831,Tiszaszalka,
4832,Tiszavid,
4833,Tiszaadony,
4834,Tiszakerecseny,
4835,Mátyus,
4836,Lónya,
4841,Jánd,
4842,Gulács,
4843,Hetefejércse,
4844,Csaroda,
4845,Tákos,
4900,Fehérgyarmat,
4911,Nábrád,
4912,Kérsemjén,
4913,Panyola,
4914,Olcsvaapáti,
4921,Kisar,
4921,Tivadar,
4922,Nagyar,
4931,Tarpa,
4932,Márokpapi,
4933,Beregsurány,
4934,Beregdaróc,
4935,Gelénes,
4936,Vámosatya,
4937,Barabás,
4941,Penyige,
4942,Mánd,
4942,Nemesborzova,
4943,Kömörő,
4944,Túristvándi,
4945,Szatmárcseke,
4946,Tiszakóród,
4947,Tiszacsécse,
4948,Milota,
4951,Tiszabecs,
4952,Uszka,
4953,Magosliget,
4954,Sonkád,
4955,Botpalád,
4956,Kispalád,
4961,Zsarolyán,
4962,Nagyszekeres,
4963,Kisszekeres,
4964,Fülesd,
4965,Kölcse,
4966,Vámosoroszi,
4967,Csaholc,
4968,Túrricse,
4969,Tisztaberek,
4971,Rozsály,
4972,Gacsály,
4973,Császló,
4974,Zajta,
4975,Méhtelek,
4976,Garbolc,
4977,Nagyhódos,
4977,Kishódos,
5000,Szolnok,
5008,Szolnok,Szandaszőlős
5051,Zagyvarékas,
5052,Újszász,
5053,Szászberek,
5054,Jászalsószentgyörgy,
5055,Jászladány,
5061,Tiszasüly,
5062,Kőtelek,
5063,Hunyadfalva,
5064,Csataszög,
5065,Nagykörű,
5071,Besenyszög,
5081,Szajol,
5082,Tiszatenyő,
5083,Kengyel,
5084,Rákócziújfalu,
5085,Rákóczifalva,
5091,Tószeg,
5092,Tiszavárkony,
5093,Vezseny,
5094,Tiszajenő,
5095,Tiszavárkony,Tiszavárkonyi Szőlők
5100,Jászberény,
5111,Jászfelsőszentgyörgy,
5121,Jászjákóhalma,
5122,Jászdózsa,
5123,Jászárokszállás,
5124,Jászágó,
5125,Pusztamonostor,
5126,Jászfényszaru,
5130,Jászapáti,
5135,Jászivány,
5136,Jászszentandrás,
5137,Jászkisér,
5141,Jásztelek,
5142,Alattyán,
5143,Jánoshida,
5144,Jászboldogháza,
5152,Jászberény,Portelek
5200,Törökszentmiklós, 
5211,Tiszapüspöki,
5212,Törökszentmiklós,Surjány
5213,Fegyvernek,Szapárfalu
5222,Örményes,
5231,Fegyvernek,
5232,Tiszabő,
5233,Tiszagyenda,
5234,Tiszaroff,
5235,Tiszabura,
5241,Abádszalók,
5243,Tiszaderzs,
5244,Tiszaszőlős,
5300,Karcag, 
5309,Berekfürdő,
5310,Kisújszállás,
5321,Kunmadaras,
5322,Tiszaszentimre,
5323,Tiszaszentimre,Újszentgyörgy
5324,Tomajmonostora,
5331,Kenderes,
5340,Kunhegyes,
5349,Kenderes,Bánhalma
5350,Tiszafüred, 
5358,Tiszafüred,Tiszaörvény
5359,Tiszafüred,Kócsújfalu
5361,Tiszaigar,
5362,Tiszaörs,
5363,Nagyiván,
5400,Mezőtúr,
5411,Kétpó,
5412,Kuncsorba,
5420,Túrkeve,
5430,Tiszaföldvár,
5435,Martfű,
5440,Kunszentmárton,
5449,Kunszentmárton,Kungyalu
5451,Öcsöd,
5452,Mesterszállás,
5453,Mezőhék,
5461,Tiszaföldvár,Homok
5462,Cibakháza,
5463,Nagyrév,
5464,Tiszainoka,
5465,Cserkeszőlő,
5471,Tiszakürt,
5474,Tiszasas,
5475,Csépa,
5476,Szelevény,
5500,Gyomaendrőd    ,Gyoma
5502,Gyomaendrőd    ,Endrőd
5510,Dévaványa,
5515,Ecsegfalva,
5516,Körösladány,
5520,Szeghalom,
5525,Füzesgyarmat,
5526,Kertészsziget,
5527,Bucsa,
5530,Vésztő,
5534,Okány,
5536,Körösújfalu,
5537,Zsadány,
5538,Biharugra,
5539,Körösnagyharsány,
5540,Szarvas,
5551,Csabacsűd,
5552,Kardos,
5553,Kondoros,
5555,Hunya,
5556,Örménykút,
5561,Békésszentandrás,
5600,Békéscsaba,
5609,Csabaszabadi ,
5621,Csárdaszállás,
5622,Köröstarcsa,
5623,Békéscsaba,Gerla
5624,Doboz,
5630,Békés,
5641,Tarhos,
5643,Bélmegyer,
5650,Mezőberény,
5661,Újkígyós,
5662,Csanádapáca,
5663,Medgyesbodzás,
5664,Medgyesbodzás,Gábortelep
5665,Pusztaottlaka,
5666,Medgyesegyháza  ,
5667,Magyarbánhegyes,
5668,Nagybánhegyes,
5671,Békéscsaba,Mezőmegyer
5672,Murony,
5673,Kamut,
5674,Kétsoprony,
5675,Telekgerendás,
5700,Gyula,
5711,Gyula,Gyulavári
5712,Szabadkígyós,
5720,Sarkad,
5725,Kötegyán,
5726,Méhkerék,
5727,Újszalonta,
5731,Sarkadkeresztúr,
5732,Mezőgyán,
5734,Geszt,
5741,Kétegyháza,
5742,Elek,
5743,Lőkösháza,
5744,Kevermes,
5745,Dombiratos,
5746,Kunágota,
5747,Almáskamarás,
5751,Nagykamarás,
5752,Medgyesegyháza,Bánkút
5800,Mezőkovácsháza, 
5811,Végegyháza,
5820,Mezőhegyes,
5830,Battonya,
5836,Dombegyház,
5837,Kisdombegyház,
5838,Magyardombegyház,
5900,Orosháza,
5903,Orosháza,Rákóczitelep
5904,Orosháza,Gyopárosfürdő
5905,Orosháza,Szentetornya
5919,Pusztaföldvár,
5920,Csorvás,
5925,Gerendás,
5931,Nagyszénás,
5932,Gádoros,
5940,Tótkomlós,
5945,Kardoskút,
5946,Békéssámson,
5948,Kaszaper,
6000,Kecskemét,
6008,Kecskemét,Méntelek
6031,Szentkirály,
6032,Nyárlőrinc,
6033,Városföld,
6034,Helvécia,
6035,Ballószög,
6041,Kerekegyháza,
6042,Fülöpháza,
6043,Kunbaracs,
6044,Kecskemét,Hetényegyháza
6045,Ladánybene,
6050,Lajosmizse,
6055,Felsőlajos ,
6060,Tiszakécske,
6062,Tiszakécske,Tiszabög
6064,Tiszaug,
6065,Lakitelek,
6066,Tiszaalpár ,Alpár
6067,Tiszaalpár ,Tiszaújfalu
6070,Izsák,
6075,Páhi,
6076,Ágasegyháza,
6077,Orgovány,
6078,Jakabszállás,
6080,Szabadszállás,
6085,Fülöpszállás,
6086,Szalkszentmárton,
6087,Dunavecse,
6088,Apostag,
6090,Kunszentmiklós ,
6096,Kunpeszér,
6097,Kunadacs,
6098,Tass,
6100,Kiskunfélegyháza,
6111,Gátér,
6112,Pálmonostora,
6113,Petőfiszállás,
6114,Bugac,
6114,Bugacpusztaháza,
6115,Kunszállás,
6116,Fülöpjakab ,
6120,Kiskunmajsa,
6131,Szank,
6132,Móricgát ,
6133,Jászszentlászló,
6134,Kömpöc,
6135,Csólyospálos,
6136,Harkakötöny,
6200,Kiskőrös,
6211,Kaskantyú,
6221,Akasztó,
6222,Csengőd,
6223,Soltszentimre,
6224,Tabdi,
6230,Soltvadkert,
6235,Bócsa,
6236,Tázlár,
6237,Kecel,
6238,Imrehegy,
6239,Császártöltés,
6300,Kalocsa,
6311,Öregcsertő,
6320,Solt,
6321,Újsolt,
6323,Dunaegyháza,
6325,Dunatetétlen,
6326,Harta ,
6327,Harta ,Állampuszta
6328,Dunapataj,
6331,Foktő,
6332,Uszód,
6333,Dunaszentbenedek,
6334,Géderlak,
6335,Ordas,
6336,Szakmár,
6337,Újtelek,
6341,Homokmégy,
6342,Drágszél,
6343,Miske,
6344,Hajós,
6345,Nemesnádudvar,
6346,Sükösd,
6347,Érsekcsanád,
6348,Érsekhalma,
6351,Bátya,
6352,Fajsz,
6353,Dusnok,
6400,Kiskunhalas, 
6411,Zsana,
6412,Balotaszállás,
6413,Kunfehértó,
6414,Pirtó,
6421,Kisszállás,
6422,Tompa,
6423,Kelebia,
6424,Csikéria,
6425,Bácsszőlős,
6430,Bácsalmás,
6435,Kunbaja,
6440,Jánoshalma,
6444,Kéleshalom ,
6445,Borota,
6446,Rém,
6447,Felsőszentiván,
6448,Csávoly,
6449,Mélykút,
6451,Tataháza,
6452,Mátételke,
6453,Bácsbokod,
6454,Bácsborsód,
6455,Katymár,
6456,Madaras,
6500,Baja,
6503,Baja,Bajaszentistván
6511,Bácsszentgyörgy,
6512,Szeremle,
6513,Dunafalva,
6521,Vaskút,
6522,Gara,
6523,Csátalja,
6524,Dávod,
6525,Hercegszántó,
6527,Nagybaracska,
6528,Bátmonostor,
6600,Szentes,
6612,Nagytőke,
6621,Derekegyház,
6622,Nagymágocs,
6623,Árpádhalom,
6624,Eperjes,
6625,Fábiánsebestyén,
6630,Mindszent,
6635,Szegvár,
6636,Mártély,
6640,Csongrád,
6645,Felgyő,
6646,Tömörkény,
6647,Csanytelek,
6648,Csongrád,Bokros
6700,Szeged*, 
6750,Algyő,
6754,Újszentiván,
6755,Kübekháza,
6756,Tiszasziget,
6758,Röszke,
6760,Kistelek,
6762,Sándorfalva,
6763,Szatymaz,
6764,Balástya,
6765,Csengele,
6766,Dóc,
6767,Ópusztaszer,
6768,Baks,
6769,Pusztaszer,
6772,Deszk,
6773,Klárafalva,
6774,Ferencszállás,
6775,Kiszombor,
6781,Domaszék,
6782,Mórahalom,
6783,Ásotthalom,
6784,Öttömös,
6785,Pusztamérges,
6786,Ruzsa,
6787,Zákányszék,
6792,Zsombó,
6793,Forráskút,
6794,Üllés,
6795,Bordány,
6800,Hódmezővásárhely,
6805,Hódmezővásárhely,Kútvölgy
6806,Hódmezővásárhely,Szikáncs
6821,Székkutas,
6900,Makó,
6903,Makó,Rákos
6911,Királyhegyes,
6912,Kövegy,
6913,Csanádpalota,
6914,Pitvaros,
6915,Csanádalberti,
6916,Ambrózfalva,
6917,Nagyér,
6921,Maroslele,
6922,Földeák,
6923,Óföldeák,
6931,Apátfalva,
6932,Magyarcsanád,
6933,Nagylak,
7000,Sárbogárd, 
7003,Sárbogárd,Sárszentmiklós
7011,Alap,
7012,Alsószentiván,
7013,Cece,
7014,Sáregres,
7015,Igar,
7017,Mezőszilas,
7018,Sárbogárd,Pusztaegres
7019,Sárbogárd,Sárhatvan
7020,Dunaföldvár, 
7025,Bölcske,
7026,Madocsa,
7027,Paks,Dunakömlőd
7030,Paks, 
7038,Pusztahencse,
7039,Németkér,
7041,Vajta,
7042,Pálfa,
7043,Bikács,
7044,Nagydorog,
7045,Györköny,
7047,Sárszentlőrinc,
7051,Kajdacs,
7052,Kölesd,
7054,Tengelic,
7056,Szedres,
7057,Medina,
7061,Belecska,
7062,Keszőhidegkút,
7063,Szárazd,
7064,Gyönk,
7065,Miszla,
7066,Udvari,
7067,Varsád,
7068,Kistormás,
7071,Szakadát,
7072,Diósberény,
7081,Simontornya,
7082,Kisszékely,
7083,Tolnanémedi,
7084,Pincehely,
7085,Nagyszékely,
7086,Ozora,
7087,Fürged,
7090,Tamási,
7091,Pári,
7092,Nagykónyi,
7093,Értény,
7094,Koppányszántó,
7095,Iregszemcse,
7095,Újireg,
7097,Nagyszokoly,
7098,Magyarkeszi,
7099,Felsőnyék,
7100,Szekszárd,
7121,Szálka,
7122,Kakasd,
7130,Tolna,
7131,Tolna,Mözs
7132,Bogyiszló,
7133,Fadd,
7134,Gerjen,
7135,Dunaszentgyörgy,
7136,Fácánkert,
7140,Bátaszék,
7142,Pörböly,
7143,Őcsény,
7144,Decs,
7145,Sárpilis,
7146,Várdomb,
7147,Alsónána,
7148,Alsónyék,
7149,Báta,
7150,Bonyhád,
7158,Bonyhádvarasd,
7159,Kisdorog,
7161,Cikó,
7162,Grábóc,
7163,Mőcsény,
7164,Bátaapáti,
7165,Mórágy,
7171,Sióagárd,
7172,Harc,
7173,Zomba,
7174,Kéty,
7175,Felsőnána,
7176,Murga,
7181,Tevel,
7182,Závod,
7183,Kisvejke,
7184,Lengyel,
7185,Mucsfa,
7186,Aparhant,
7186,Nagyvejke,
7187,Bonyhád,Majos
7188,Szárász,
7191,Hőgyész,
7192,Szakály,
7193,Regöly,
7194,Kalaznó,
7195,Mucsi,
7200,Dombóvár,
7211,Dalmand,
7212,Kocsola,
7213,Szakcs,
7214,Lápafő,
7214,Várong,
7215,Nak,
7224,Dúzs,
7225,Csibrák,
7226,Kurd,
7227,Gyulaj,
7228,Döbrököz,
7251,Kapospula,
7252,Attala,
7253,Csoma,
7253,Szabadi,
7255,Nagyberki,
7256,Kercseliget,
7257,Mosdós,
7258,Baté,
7258,Kaposkeresztúr,
7261,Taszár,
7261,Kaposhomok,
7271,Fonó,
7272,Gölle,
7273,Büssü,
7274,Kazsok,
7275,Igal,
7276,Somogyszil,
7276,Gadács,
7279,Kisgyalán,
7281,Bonnya,
7282,Kisbárapáti,
7282,Fiad,
7283,Somogyacsa,
7284,Somogydöröcske,
7285,Törökkoppány,
7285,Kára,
7285,Szorosad,
7300,Komló,
7304,Mánfa ,
7305,Mecsekpölöske,
7331,Liget,
7332,Magyaregregy,
7333,Kárász,
7333,Vékény,
7334,Szalatnak,
7334,Köblény,
7341,Csikóstőttős,
7342,Mágocs,
7343,Nagyhajmás,
7344,Mekényes,
7345,Alsómocsolád,
7346,Bikal,
7347,Egyházaskozár,
7348,Hegyhátmaróc,
7348,Tófű,
7349,Szászvár,
7351,Máza,
7352,Györe,
7353,Izmény,
7354,Váralja,
7355,Nagymányok,
7356,Kismányok,
7357,Jágónak,
7361,Kaposszekcső,
7362,Vásárosdombó,
7362,Gerényes,
7362,Tarrós,
7370,Sásd,
7370,Felsőegerszeg,
7370,Meződ,
7370,Oroszló,
7370,Palé,
7370,Varga,
7370,Vázsnok,
7381,Kisvaszar,
7381,Ág,
7381,Tékes,
7383,Tormás,
7383,Baranyaszentgyörgy,
7383,Szágy,
7384,Baranyajenő,
7385,Gödre,Gödreszentmárton  
7386,Gödre,Gödrekeresztúr
7391,Mindszentgodisa,
7391,Kisbeszterce,
7391,Kishajmás,
7393,Bakóca,
7394,Magyarhertelend,
7394,Bodolyabér,
7396,Magyarszék,
7400,Kaposvár,
7400,Zselickislak,
7431,Juta,
7432,Hetes,
7432,Csombárd,
7434,Mezőcsokonya,
7435,Somogysárd,
7436,Újvárfalva,
7439,Bodrog,
7441,Magyaregres,
7442,Várda,
7443,Somogyjád,
7443,Alsóbogát,
7443,Edde,
7444,Osztopán,
7452,Somogyaszaló,
7451,Kaposvár,Kaposfüred
7453,Mernye,
7454,Somodor,
7455,Somogygeszti,
7456,Felsőmocsolád,
7457,Ecseny,
7458,Polány,
7461,Orci,
7463,Magyaratád,
7463,Patalom,
7464,Ráksi,
7465,Szentgáloskér,
7471,Zimány,
7472,Szentbalázs,
7472,Cserénfa,
7473,Gálosfa,
7473,Hajmás,
7473,Kaposgyarmat,
7474,Simonfa,
7474,Zselicszentpál,
7475,Bőszénfa,
7476,Kaposszerdahely,
7477,Szenna,
7477,Patca,
7477,Szilvásszentmárton,
7477,Zselickisfalud,
7478,Bárdudvarnok,
7479,Sántos,
7500,Nagyatád,
7511,Ötvöskónyi,
7512,Mike,
7513,Rinyaszentkirály,
7514,Tarany,
7515,Somogyudvarhely,
7516,Berzence,
7517,Bolhás,
7521,Kaposmérő,
7522,Kaposújlak,
7523,Kaposfő,
7523,Kisasszond,
7524,Kiskorpád,
7525,Jákó,
7526,Csököly,
7527,Gige,
7527,Rinyakovácsi,
7530,Kadarkút,
7530,Kőkút,
7532,Hencse,
7533,Hedrehely,
7533,Visnye,
7535,Lad,
7536,Patosfa,
7537,Homokszentgyörgy,
7538,Kálmáncsa,
7539,Szulok,
7541,Kutas,
7542,Kisbajom,
7543,Beleg,
7544,Szabás,
7545,Nagykorpád,
7551,Lábod,
7552,Rinyabesenyő,
7553,Görgeteg,
7555,Csokonyavisonta,
7556,Rinyaújlak,
7557,Barcs,Somogytarnóca
7561,Nagybajom,
7561,Pálmajor,
7562,Segesd,
7563,Somogyszob,
7564,Kaszó,
7570,Barcs,
7582,Komlósd,
7582,Péterhida,
7584,Babócsa,
7584,Rinyaújnép,
7584,Somogyaracs,
7585,Háromfa,
7585,Bakháza,
7586,Bolhó,
7587,Heresznye,
7588,Vízvár,
7589,Bélavár,
7600,Pécs*, 
7639,Kökény,
7661,Erzsébet,
7661,Kátoly,
7661,Kékesd,
7661,Szellő,
7663,Máriakéménd,
7664,Berkesd,
7664,Pereked,
7664,Szilágy,
7666,Pogány,
7668,Keszü,
7668,Gyód,
7671,Bicsérd,
7671,Aranyosgadány,
7671,Zók,
7672,Boda,
7673,Kővágószőlős,
7673,Cserkút,
7675,Bakonya,
7675,Kővágótöttös,
7677,Orfű ,
7678,Abaliget,
7678,Husztót,
7678,Kovácsszénája,
7681,Hetvehely,
7681,Okorvölgy,
7681,Szentkatalin,
7682,Bükkösd,
7683,Helesfa,
7683,Cserdi,
7683,Dinnyeberki,
7694,Hosszúhetény,
7695,Mecseknádasd,
7695,Óbánya,
7695,Ófalu,
7696,Hidas,
7700,Mohács,
7711,Bár,
7712,Dunaszekcső,
7714,Mohács,Újmohács
7715,Mohács,Sárhát
7716,Homorúd,
7717,Kölked,
7718,Udvar,
7720,Pécsvárad,
7720,Apátvarasd,
7720,Lovászhetény,
7720,Martonfa,
7720,Zengővárkony,
7723,Erdősmecske,
7724,Feked,
7725,Szebény,
7726,Véménd,
7727,Palotabozsok,
7728,Somberek,
7728,Görcsönydoboka,
7731,Nagypall,
7732,Fazekasboda,
7733,Geresdlak,
7733,Maráza,
7735,Himesháza,
7735,Erdősmárok,
7735,Szűr,
7737,Székelyszabar,
7741,Nagykozár,
7742,Bogád,
7743,Romonya,
7744,Ellend,
7745,Olasz,
7745,Hásságy,
7747,Belvárdgyula,
7747,Birján,
7751,Szederkény,
7751,Monyoród,
7752,Versend,
7753,Szajk,
7754,Bóly,
7755,Töttös,
7756,Borjád,
7756,Kisbudmér,
7756,Nagybudmér,
7756,Pócsa,
7757,Babarc,
7757,Liptód,
7759,Lánycsók,
7759,Kisnyárád,
7761,Kozármisleny,
7761,Lothárd,
7761,Magyarsarlós,
7762,Pécsudvard,
7763,Egerág,
7763,Áta,
7763,Kisherend,
7763,Szemely,
7763,Szőkéd,
7766,Újpetre,
7766,Kiskassa,
7766,Peterd,
7766,Pécsdevecser,
7768,Vokány,
7768,Kistótfalu,
7771,Palkonya,
7772,Villánykövesd,
7772,Ivánbattyán,
7773,Villány,
7773,Kisjakabfalva,
7774,Márok,
7775,Magyarbóly,
7775,Illocska,
7775,Kislippó,
7775,Lapáncsa,
7781,Lippó,
7781,Ivándárda,
7781,Sárok,
7782,Bezedek,
7783,Majs,
7784,Nagynyárád,
7785,Sátorhely,
7800,Siklós,
7800,Kisharsány,
7800,Nagytótfalu,
7811,Szalánta,
7811,Bisse,
7811,Bosta,
7811,Csarnóta,
7811,Szilvás,
7811,Túrony,
7812,Garé,
7813,Szava,
7814,Ócsárd,
7814,Babarcszőlős,
7814,Kisdér,
7814,Siklósbodony,
7815,Harkány,
7817,Diósviszló,
7817,Márfa,
7817,Rádfalva,
7822,Nagyharsány,
7823,Siklósnagyfalu,
7823,Kistapolca,
7824,Egyházasharaszti,
7825,Old,
7826,Alsószentmárton,
7827,Beremend,
7827,Kásád,
7831,Pellérd,
7833,Görcsöny,
7833,Regenye,
7833,Szőke,
7834,Baksa,
7834,Tengeri,
7834,Téseny,
7836,Bogádmindszent,
7836,Ózdfalu,
7837,Hegyszentmárton,
7838,Vajszló,
7838,Besence,
7838,Hirics,
7838,Lúzsok,
7838,Nagycsány,
7838,Páprád,
7838,Piskó,
7838,Vejti,
7839,Zaláta,
7839,Kemse,
7841,Sámod,
7841,Adorjás,
7841,Baranyahídvég,
7841,Kisszentmárton,
7841,Kórós,
7843,Kémes,
7843,Cún,
7843,Drávapiski,
7843,Szaporca,
7843,Tésenfa,
7846,Drávacsepely,
7847,Kovácshida,
7847,Drávaszerdahely,
7847,Ipacsfa,
7849,Drávacsehi,
7850,Drávapalkonya,
7851,Drávaszabolcs,
7853,Gordisa,
7854,Matty,
7900,Szigetvár,
7900,Botykapeterd,
7900,Csertő,
7912,Nagypeterd,
7912,Nyugotszenterzsébet,
7912,Nagyváty,
7913,Szentdénes,
7914,Rózsafa,
7914,Bánfa,
7914,Katádfa,
7915,Dencsháza,
7915,Szentegát,
7918,Lakócsa,
7918,Szentborbás,
7918,Tótújfalu,
7921,Somogyhatvan,
7922,Somogyapáti,
7923,Basal,
7923,Patapoklosi,
7924,Somogyviszló,
7925,Somogyhárságy,
7925,Magyarlukafa,
7926,Vásárosbéc,
7932,Mozsgó,
7932,Almáskeresztúr,
7932,Szulimán,
7934,Almamellék,
7935,Ibafa,
7935,Csebény,
7935,Horváthertelend,
7936,Szentlászló,
7937,Boldogasszonyfa,
7940,Szentlőrinc,
7940,Csonkamindszent,
7940,Kacsóta,
7951,Szabadszentkirály,
7951,Gerde,
7951,Pécsbagota,
7951,Velény,
7953,Királyegyháza,
7954,Magyarmecske,
7954,Gilvánfa,
7954,Gyöngyfa,
7954,Kisasszonyfa,
7954,Magyartelek,
7957,Okorág ,
7958,Kákics ,
7960,Sellye,
7960,Drávaiványi,
7960,Drávasztára,
7960,Marócsa,
7960,Sósvertike,
7960,Sumony,
7964,Csányoszró,
7966,Bogdása,
7967,Drávafok,
7967,Drávakeresztúr,
7967,Markóc,
7968,Felsőszentmárton,
7971,Hobol,
7972,Gyöngyösmellék,
7973,Teklafalu,
7973,Bürüs,
7973,Endrőc,
7973,Várad,
7975,Kétújfalu,
7976,Zádor,
7976,Szörény,
7977,Kastélyosdombó,
7977,Drávagárdony,
7977,Potony,
7979,Drávatamási,
7980,Pettend,
7981,Nemeske,
7981,Kistamási,
7981,Merenye,
7981,Molvány,
7981,Tótszentgyörgy,
7985,Nagydobsza,
7985,Kisdobsza,
7987,Istvándi,
7988,Darány,
8000,Székesfehérvár,
8019,Székesfehérvár,Börgönd
8041,Csór,
8042,Moha,
8043,Iszkaszentgyörgy,
8044,Kincsesbánya,
8045,Isztimér,
8046,Bakonykúti,
8051,Sárkeresztes,
8052,Fehérvárcsurgó,
8053,Bodajk,
8054,Balinka,Eszény
8055,Balinka,
8056,Bakonycsernye,
8060,Mór,
8065,Nagyveleg,
8066,Pusztavám,
8071,Magyaralmás,
8072,Söréd,
8073,Csákberény,
8074,Csókakő,
8080,Bodmér,
8081,Zámoly,
8082,Gánt,
8083,Csákvár,
8085,Vértesboglár,
8086,Felcsút,
8087,Alcsútdoboz,
8088,Tabajd,
8089,Vértesacsa,
8092,Pátka,
8093,Lovasberény,
8095,Pákozd,
8096,Sukoró,
8097,Nadap,
8100,Várpalota,
8105,Pétfürdő,
8109,Tés,
8111,Seregélyes,
8112,Zichyújfalu,
8121,Tác,
8122,Csősz,
8123,Soponya,
8124,Káloz,
8125,Sárkeresztúr,
8126,Sárszentágota,
8127,Aba,
8130,Enying,
8131,Enying,Balatonbozsok
8132,Lepsény,
8133,Mezőszentgyörgy,
8134,Mátyásdomb,
8135,Dég,
8136,Lajoskomárom,
8137,Mezőkomárom,
8138,Szabadhídvég,
8142,Úrhida,
8143,Sárszentmihály,
8144,Sárkeszi,
8145,Nádasdladány,
8146,Jenő,
8151,Szabadbattyán,
8152,Kőszárhegy,
8154,Polgárdi,
8156,Kisláng,
8157,Füle,
8161,Ősi,
8162,Küngös,
8163,Csajág,
8164,Balatonfőkajár,
8171,Balatonvilágos,
8172,Balatonakarattya,
8174,Balatonkenese,
8175,Balatonfűzfő,
8181,Berhida,
8182,Berhida,Peremartongyártelep
8183,Papkeszi,
8184,Balatonfűzfő,Fűzfőgyártelep
8191,Öskü,
8192,Hajmáskér,
8193,Sóly,
8194,Vilonya,
8195,Királyszentistván,
8196,Litér,
8200,Veszprém,
8220,Balatonalmádi, 
8225,Szentkirályszabadja,
8226,Alsóörs,
8227,Felsőörs,
8228,Lovas,
8229,Csopak,
8229,Paloznak,
8230,Balatonfüred,
8233,Balatonszőlős,
8237,Tihany,
8241,Aszófő,
8242,Balatonudvari,
8242,Örvényes,
8243,Balatonakali,
8244,Dörgicse,
8245,Pécsely,
8245,Vászoly,
8246,Tótvázsony,
8247,Hidegkút,
8248,Nemesvámos,
8248,Veszprémfajsz,
8251,Zánka ,
8252,Balatonszepezd,
8253,Révfülöp,
8254,Kővágóörs,
8254,Kékkút,
8255,Balatonrendes,
8255,Kővágóörs,Pálköve
8256,Ábrahámhegy,
8256,Salföld,
8257,Badacsonytomaj,Badacsonyörs
8258,Badacsonytomaj,
8261,Badacsonytomaj,Badacsony
8263,Badacsonytördemic,
8264,Szigliget,
8265,Hegymagas,
8271,Mencshely,
8272,Szentantalfa,
8272,Balatoncsicsó,
8272,Óbudavár,
8272,Szentjakabfa,
8272,Tagyon,
8273,Monoszló,
8274,Köveskál,
8275,Balatonhenye,
8281,Szentbékkálla,
8282,Mindszentkálla,
8283,Káptalantóti,
8284,Nemesgulács,
8284,Kisapáti,
8286,Gyulakeszi,
8291,Nagyvázsony,
8291,Barnag,
8291,Pula,
8291,Vöröstó,
8292,Öcs,
8294,Kapolcs,
8294,Vigántpetend,
8295,Taliándörögd,
8296,Monostorapáti,
8296,Hegyesd,
8297,Tapolca,Diszel
8300,Tapolca, 
8300,Raposka,
8308,Zalahaláp,
8308,Sáska,
8311,Nemesvita,
8312,Balatonederics,
8313,Balatongyörök,
8314,Vonyarcvashegy,
8315,Gyenesdiás,
8316,Várvölgy,
8316,Vállus,
8317,Lesencefalu,
8318,Lesencetomaj,
8319,Lesenceistvánd,
8321,Uzsa,
8330,Sümeg,
8341,Mihályfa,
8341,Kisvásárhely,
8341,Szalapa,
8342,Óhíd,
8344,Zalaerdőd,
8344,Hetyefő,
8345,Dabronc,
8346,Gógánfa,
8347,Ukk,
8348,Rigács,
8348,Megyer,
8348,Zalameggyes,
8349,Zalagyömörő,
8351,Sümegprága,
8352,Bazsi,
8353,Zalaszántó,
8353,Vindornyalak,
8354,Karmacs,
8354,Vindornyafok,
8354,Zalaköveskút,
8355,Vindornyaszőlős,
8356,Kisgörbő,
8356,Nagygörbő,
8357,Sümegcsehi,
8357,Döbröce,
8360,Keszthely,
8371,Nemesbük,
8372,Cserszegtomaj,
8373,Rezi,
8380,Hévíz,
8391,Sármellék,
8392,Zalavár,
8393,Szentgyörgyvár,
8394,Alsópáhok,
8395,Felsőpáhok,
8400,Ajka, 
8409,Úrkút,
8411,Veszprém,Kádárta
8412,Veszprém,Gyulafirátót
8413,Eplény,
8414,Olaszfalu,
8415,Nagyesztergár,
8416,Dudar,
8417,Csetény,
8418,Bakonyoszlop,
8419,Csesznek,
8420,Zirc,
8422,Bakonynána,
8423,Szápár,
8424,Jásd,
8425,Lókút,
8426,Pénzesgyőr,
8427,Bakonybél,
8428,Borzavár,
8429,Porva,
8430,Bakonyszentkirály,
8431,Bakonyszentlászló,
8432,Fenyőfő,
8433,Bakonygyirót,
8434,Románd,
8435,Gic,
8438,Veszprémvarsány,
8439,Sikátor,
8440,Herend,
8441,Márkó,
8442,Hárskút,
8443,Bánd,
8444,Szentgál,
8445,Városlőd,
8445,Csehbánya,
8446,Kislőd,
8447,Ajka,Ajkarendek
8448,Ajka,Bakonygyepes
8449,Magyarpolány,
8451,Ajka,Padragkút
8452,Halimba,
8452,Szőc,
8454,Nyirád,
8455,Pusztamiske,
8456,Noszlop,
8457,Bakonypölöske,
8458,Oroszi,
8460,Devecser,
8468,Kolontár,
8469,Kamond,
8471,Káptalanfa,
8471,Bodorfa,
8471,Nemeshany,
8473,Gyepükaján,
8474,Csabrendek,
8475,Veszprémgalsa,
8475,Hosztót,
8475,Szentimrefalva,
8476,Zalaszegvár,
8477,Tüskevár,
8477,Apácatorna,
8477,Kisberzseny,
8478,Somlójenő,
8479,Borszörcsök,
8481,Somlóvásárhely,
